"id","Lng","Lat","totalPrice","square","livingRoom","price","drawingRoom","kitchen","bathRoom","constructionTime","buildingType","buildingStructure","elevator","dif_lng","dif_lat","dif_cor"
"BJCY85245967",116.459544,39.954027,208,62.93,2,33053,1,1,1,"1985",3,6,1,0.0712122199999925,0.0520306080000026,0.0881950364032878
"BJHD85033743",116.349984,39.992769,155,41.9,1,36993,1,1,1,"1985",4,2,0,0.0383477799999952,0.0907726080000018,0.098540441413919
"BJCY86862218",116.560233,39.924347,167.5,57.11,2,29330,1,1,1,"1985",4,2,0,0.171901219999995,0.0223506079999964,0.17334814425155
"BJFT84985087",116.388652,39.876481,140,53.52,2,26159,1,1,1,"1985",4,2,0,0.000320219999991878,0.0255153920000026,0.0255174013128726
"BJXC84727876",116.353434,39.940291,220,58.46,2,37633,1,1,1,"1986",4,2,0,0.0348977800000085,0.0382946080000011,0.0518105399586102
"BJHD91621210",116.326632,39.992911,520,52.5,2,99048,1,1,1,"1986",4,2,0,0.0616997799999979,0.0909146079999985,0.109874149825341
"BJCY91083954",116.475046,39.88209,164,43.37,1,37815,1,1,1,"1986",1,6,1,0.0867142200000046,0.0199063920000029,0.0889697723536875
"BJDX90953358",116.340971,39.741186,154.3,70.21,3,21977,1,1,1,"1986",4,2,0,0.0473607800000053,0.160810392000002,0.167639570678892
"BJHD84196966",116.317235,39.946429,240.2,77.6,3,30949,1,1,1,"1986",3,6,1,0.0710967800000049,0.044432608000001,0.0838391840373631
"BJCY87874910",116.464359,39.935358,308,59.39,2,51861,1,1,1,"1986",4,2,0,0.0760272200000003,0.0333616079999999,0.0830249063189721
"BJSJ85509770",116.233785,39.906862,175,42.48,2,41196,1,1,1,"1986",4,2,0,0.154546780000004,0.0048656079999958,0.154623353183079
"101101257502",116.233785,39.906862,405,58.37,2,69385,1,1,1,"1986",4,2,0,0.154546780000004,0.0048656079999958,0.154623353183079
"101101705835",116.384103,39.972885,720,52.6,2,136883,1,1,1,"1986",1,2,1,0.00422878000000537,0.0708886079999971,0.0710146275387381
"BJCY90284457",116.404579,39.978491,310,58.31,2,53165,1,1,1,"1986",1,6,1,0.0162472199999968,0.0764946079999973,0.0782010051776929
"BJCY87044664",116.590404,39.918459,169,53.16,2,31791,1,1,1,"1986",4,2,0,0.202072220000005,0.0164626079999977,0.202741706508286
"BJCY91825746",116.442354,39.957293,320,42.64,1,75047,1,1,1,"1986",3,6,1,0.0540222199999931,0.055296607999999,0.0773053368793721
"BJHD89379666",116.334602,39.972618,183,42.39,1,43171,1,1,1,"1986",3,6,1,0.0537297799999976,0.0706216079999962,0.0887372569744708
"101101006329",116.47077,39.935224,580,80.31,3,72221,1,1,1,"1986",4,6,1,0.0824382200000002,0.0332276079999971,0.0888826982610784
"BJCY88803609",116.469961,39.965058,199.5,56.97,2,35019,1,1,1,"1986",4,4,0,0.0816292199999964,0.0630616079999982,0.103150840817481
"101101028125",116.29887,39.867313,313,57.04,2,54874,1,1,1,"1986",4,2,0,0.0894617800000077,0.034683391999998,0.0959497147541112
"BJXC91613009",116.378481,39.969658,560,60.7,2,92258,1,1,1,"1987",4,2,0,0.00985078000000783,0.0676616080000016,0.0683749300822636
"101101290934",116.422232,39.99118,550,64.13,2,85764,1,1,1,"1987",4,2,0,0.0339002199999925,0.089183607999999,0.0954093331490446
"BJXC91062409",116.356749,39.942653,300,44.3,2,67721,1,1,1,"1987",4,2,0,0.0315827800000079,0.040656607999999,0.0514823442220193
"101101176778",116.486941,39.927022,540,81.31,3,66413,1,1,1,"1987",4,2,0,0.0986092200000002,0.025025608,0.101735241311839
"BJXC85247778",116.352035,39.916799,355,59.3,2,59866,1,1,1,"1987",1,6,1,0.0362967800000007,0.0148026079999966,0.0391991510363428
"BJDC92099807",116.444622,39.904783,325,47.98,2,67737,1,1,1,"1987",4,2,0,0.056290219999994,0.00278660800000097,0.0563591523338791
"BJHD85534142",116.349984,39.992769,210,44.3,1,47405,1,1,1,"1987",4,2,0,0.0383477799999952,0.0907726080000018,0.098540441413919
"101100188274",116.446167,39.969777,245,43,1,56977,1,1,1,"1987",4,6,0,0.0578352200000012,0.0677806079999996,0.0891017592042837
"BJSJ84434864",116.162938,39.939005,99,62.97,2,15722,1,1,1,"1987",1,6,1,0.225393780000005,0.0370086080000007,0.228411893579971
"101101420058",116.505017,39.928801,388,61.23,2,63368,1,1,1,"1987",1,6,1,0.116685219999994,0.0268046079999991,0.119724381712668
"BJCY88941558",116.477847,39.99302,203.5,60.32,2,33737,1,1,1,"1988",4,2,0,0.0895152199999956,0.0910236080000004,0.127664685112937
"BJCY85421014",116.578313,39.907903,114,40.44,2,28190,1,1,1,"1988",4,2,0,0.189981219999993,0.00590660799999654,0.190073017471579
"BJSJ86218154",116.210318,39.916082,184,57.97,2,31741,1,1,1,"1988",4,2,0,0.178013780000001,0.014085608000002,0.178570182904701
"BJHD88978138",116.273525,39.912989,279,59.5,2,46891,1,1,1,"1988",3,6,1,0.114806779999995,0.0109926080000022,0.115331843671247
"BJCY84376214",116.490901,39.97819,112,45.59,1,24567,1,1,1,"1988",4,2,0,0.102569219999992,0.076193607999997,0.127772887544518
"BJXC88111151",116.353434,39.940291,303,66.3,2,45702,1,1,1,"1988",1,6,1,0.0348977800000085,0.0382946080000011,0.0518105399586102
"BJFT84109287",116.309363,39.893795,116.5,62.1,2,18761,1,1,1,"1988",1,6,1,0.0789687799999967,0.00820139200000369,0.0793935201727799
"BJDC86266728",116.422866,39.96664,356,86.06,3,41367,1,1,1,"1988",4,2,0,0.0345342199999976,0.0646436079999972,0.0732898929339206
"101091962555",116.442526,39.972399,410,76.32,3,53722,1,1,1,"1988",4,2,0,0.0541942199999994,0.070402608000002,0.0888456003109342
"BJCY85954177",116.443977,39.967084,231,56.33,2,41009,1,1,1,"1988",3,6,1,0.0556452200000024,0.0650876079999989,0.0856316952069162
"BJXC00454651",116.364927,39.898757,102.5,36.17,3,28339,1,1,1,"1988",4,2,0,0.023404780000007,0.00323939199999757,0.0236278942645843
"BJDC00404879",116.417962,39.949228,215.5,70.12,3,30734,1,1,1,"1988",4,2,0,0.0296302200000014,0.047231607999997,0.055756387360677
"101101077357",116.162938,39.939005,296,62.97,2,47007,1,1,1,"1988",1,6,1,0.225393780000005,0.0370086080000007,0.228411893579971
"BJDC85456750",116.443175,39.941889,315,68.81,3,45779,1,1,1,"1988",4,6,1,0.0548432199999951,0.0398926080000024,0.0678173941773769
"BJXC89748658",116.340473,39.886963,268,59.71,2,44884,1,1,1,"1988",1,6,1,0.0478587799999985,0.0150333919999994,0.0501643867510997
"BJCY88551896",116.468902,39.882519,218,65.91,2,33076,1,1,1,"1988",1,6,1,0.0805702199999985,0.0194773919999989,0.0828910679746001
"BJCY87846660",116.419996,40.001599,158,45.8,1,34498,1,1,1,"1988",4,6,0,0.0316642199999961,0.0996026079999979,0.104514603518405
"101100702782",116.447018,39.939067,623,75.28,3,82758,0,1,1,"1988",1,2,1,0.0586862199999985,0.0370706080000005,0.0694139927923608
"101091922944",116.466852,39.897239,223,54,1,41297,1,1,1,"1988",1,6,1,0.0785202200000015,0.00475739200000191,0.0786642086815237
"BJHD91559213",116.354789,40.013817,332,65.1,2,50999,1,1,1,"1988",4,2,0,0.0335427800000048,0.111820608000002,0.116743164526318
"BJDC90732617",116.438069,39.937117,358,53.81,2,66531,1,1,1,"1988",4,4,0,0.0497372199999973,0.0351206079999997,0.060887175658079
"101100203691",116.236519,39.898977,163.8,54.72,2,29935,1,1,1,"1989",4,2,0,0.15181278,0.00301939199999879,0.151842803251844
"BJSJ87272523",116.233785,39.906862,130,40.47,1,32123,1,1,1,"1989",4,2,0,0.154546780000004,0.0048656079999958,0.154623353183079
"101100588192",116.414359,39.924443,428,44.37,1,96462,1,1,1,"1989",4,2,0,0.0260272200000031,0.0224466079999956,0.0343695561745279
"BJFT84819290",116.427822,39.870559,169,72,3,23473,1,1,1,"1989",4,2,0,0.0394902200000047,0.0314373920000008,0.0504756088760749
"BJCY91552895",116.460032,39.879667,255,70.72,3,36058,1,1,1,"1989",1,6,0,0.0717002199999968,0.0223293920000032,0.0750967595515129
"BJCY90224917",116.413174,39.972706,272,57.85,2,47019,1,1,1,"1989",1,6,1,0.0248422199999965,0.0707096080000014,0.0749465446704655
"BJCY00408537",116.420546,39.997876,156,54.97,2,28380,1,1,1,"1989",4,2,0,0.0322142200000002,0.0958796079999971,0.101146701381911
"BJFT89753050",116.32922,39.892447,320,86.1,3,37167,1,1,1,"1989",1,6,1,0.059111779999995,0.00954939200000382,0.0598781548007079
"101102353496",116.332489,39.89064,420,55.47,2,75717,1,1,1,"1989",4,2,0,0.0558427800000061,0.0113563920000033,0.0569858203186268
"BJCY87965765",116.505017,39.928801,301,86.6,3,34758,1,1,1,"1989",1,6,1,0.116685219999994,0.0268046079999991,0.119724381712668
"BJSY90759454",116.655265,40.139222,179,71.78,2,24938,1,1,1,"1989",4,2,0,0.266933219999999,0.237225607999996,0.357112493523449
"BJHD85060598",116.314787,39.981606,300,75,3,40000,1,1,1,"1989",4,6,1,0.073544780000006,0.0796096079999984,0.108381383785052
"101101523212",116.472178,39.940931,276,36.89,1,74818,1,1,1,"1989",1,6,1,0.0838462199999981,0.0389346079999981,0.0924450772534784
"BJCY88554469",116.46731,39.937239,314,58.93,2,53284,1,1,1,"1989",4,2,0,0.0789782199999962,0.0352426079999972,0.0864846844996805
"BJHD84724488",116.349984,39.992769,148,41.62,1,35560,1,1,1,"1990",4,4,0,0.0383477799999952,0.0907726080000018,0.098540441413919
"BJHD89736893",116.288489,39.928841,282,55.3,2,50995,1,1,1,"1990",4,2,0,0.099842780000003,0.0268446079999975,0.103388653617322
"101092276816",116.387828,39.852874,219,57.4,2,38154,1,1,1,"1990",4,4,0,0.000503780000002507,0.049122392000001,0.0491249752171965
"BJHD91874549",116.365562,39.982896,489,64.3,2,76050,1,1,1,"1990",4,2,0,0.0227697800000044,0.0808996079999957,0.0840429024713067
"BJFT85811451",116.367835,39.870721,208,54.02,2,38505,1,1,1,"1990",4,2,0,0.020496780000002,0.0312753919999977,0.0373934236881568
"BJDC86405430",116.429908,39.893326,231,59.64,2,38733,1,1,1,"1990",4,2,0,0.0415762199999961,0.00867039199999908,0.0424706694899165
"BJCY87582333",116.605035,40.051164,117.5,59.05,2,19899,1,1,1,"1990",4,2,0,0.216703219999999,0.149167607999999,0.26308033152406
"BJCY89193312",116.428929,39.980782,280,61.19,2,45760,1,1,1,"1990",4,2,0,0.0405972199999951,0.0787856079999969,0.0886301658559724
"BJCY90588742",116.419996,40.001599,304,64.48,2,47147,1,1,1,"1990",1,6,1,0.0316642199999961,0.0996026079999979,0.104514603518405
"BJHD91945180",116.30313,39.950488,546,80.6,3,67742,1,1,1,"1990",1,6,1,0.0852017800000056,0.0484916079999991,0.0980345824777916
"BJCY88839112",116.420546,39.997876,305,68.28,2,44670,1,1,1,"1990",4,2,0,0.0322142200000002,0.0958796079999971,0.101146701381911
"BJCY85487265",116.411493,40.000186,384,107.92,2,35582,1,1,1,"1990",3,6,1,0.0231612199999915,0.0981896079999984,0.100884296256064
"BJCY92270711",116.476921,39.983744,330,58.64,2,56276,1,1,1,"1991",4,2,0,0.0885892200000029,0.0817476080000006,0.120543441604804
"101101821518",116.600019,40.057533,234,52.83,2,44294,1,1,1,"1991",4,2,0,0.211687220000002,0.155536607999998,0.262684440992371
"BJDC85208237",116.434144,39.892211,420,112.63,3,37291,2,1,1,"1991",4,2,0,0.045812220000002,0.00978539199999773,0.0468456337124625
"BJCY86453005",116.440157,39.983438,200,40.67,1,49177,0,1,1,"1991",4,4,0,0.0518252199999978,0.0814416079999987,0.0965328386699242
"101102318390",116.444744,39.895252,490,61.26,2,79987,1,1,1,"1991",4,2,0,0.0564122199999986,0.00674439200000165,0.0568139541730544
"BJCY86373986",116.475341,39.880705,168,42.16,1,39849,1,1,1,"1991",4,2,0,0.0870092199999988,0.021291392000002,0.0895763793547492
"BJCY84964220",116.48853,39.976064,200,67.64,2,29569,1,1,1,"1991",1,6,1,0.100198219999996,0.074067608,0.124602142220787
"BJDX90760400",116.346109,39.756539,170,60.81,2,27956,1,1,1,"1991",4,2,0,0.042222780000003,0.145457392000004,0.151461599220303
"BJXC89737857",116.38343,39.967454,425,60.7,2,70017,1,1,1,"1991",4,2,0,0.0049017799999973,0.0654576079999956,0.0656408858277328
"101100724543",116.346109,39.756539,249,60.81,2,40948,1,1,1,"1991",4,2,0,0.042222780000003,0.145457392000004,0.151461599220303
"BJCY90266268",116.484508,39.93403,305,89.74,3,33988,2,1,1,"1992",1,6,1,0.0961762200000038,0.032033607999999,0.101370692682781
"BJDC88590208",116.450229,39.946158,295,50.96,1,57889,1,1,1,"1992",1,6,1,0.0618972199999916,0.044161607999996,0.0760362641433197
"BJFT89252164",116.320535,39.890098,167,42.3,1,39480,1,1,1,"1992",1,6,1,0.0677967799999948,0.0118983919999991,0.0688329507616326
"BJDX85991726",116.342088,39.749733,138,55.34,2,24937,1,1,1,"1992",4,2,0,0.0462437799999975,0.152263392000002,0.159130850975021
"BJFT87714519",116.382561,39.862204,185,58.6,2,31570,1,1,1,"1992",4,2,0,0.00577078000000597,0.0397923920000025,0.0402086602971342
"101101774414",116.688527,39.899168,275,60.7,2,45305,1,1,1,"1992",4,2,0,0.300195219999992,0.00282839199999785,0.300208544035891
"BJCY91682052",116.477581,39.953739,280,64.2,2,43614,1,1,1,"1992",1,6,1,0.0892492199999992,0.0517426079999979,0.10316356310854
"BJHD90218870",116.371664,40.005016,283,58.1,2,48710,1,1,1,"1992",4,2,0,0.0166677800000059,0.103019607999997,0.104359257004837
"BJSJ89214225",116.233785,39.906862,175,63.94,2,27370,1,1,1,"1992",4,2,0,0.154546780000004,0.0048656079999958,0.154623353183079
"BJDC86128411",116.400533,39.962226,300,62.33,2,48131,1,1,1,"1992",1,6,1,0.0122012199999944,0.0602296080000002,0.0614530345005188
"BJCY91600635",116.482395,39.988178,208,42.23,1,49255,1,1,1,"1993",4,2,0,0.0940632199999953,0.0861816079999969,0.127574131054194
"BJSY91189110",116.648422,40.137571,134.5,49.65,2,27090,1,1,1,"1993",4,2,0,0.260090219999995,0.235574608,0.350916398126391
"BJCY90891316",116.487808,39.889853,222,60.91,2,36448,1,1,1,"1993",4,2,0,0.0994762199999997,0.0121433919999987,0.100214671155245
"BJFT85689258",116.382561,39.862204,203,55.59,2,36518,1,1,1,"1993",4,2,0,0.00577078000000597,0.0397923920000025,0.0402086602971342
"BJCY90489915",116.466905,39.927281,415,81.35,3,51015,1,1,1,"1993",1,6,1,0.0785732199999956,0.0252846079999998,0.082541276358446
"BJSJ84729124",116.233785,39.906862,149,61.79,2,24114,1,1,1,"1993",4,2,0,0.154546780000004,0.0048656079999958,0.154623353183079
"BJFT91668822",116.293227,39.873932,300,67.24,3,44617,1,1,1,"1993",4,2,0,0.0951047799999998,0.0280643919999974,0.0991591109136114
"BJXC89383728",116.34798,39.93174,428,69.5,2,61583,1,1,1,"1993",4,2,0,0.0403517799999946,0.0297436079999969,0.0501293164328564
"101101401240",116.429949,39.963187,550,44.59,1,123347,1,1,1,"1993",1,6,1,0.041617219999992,0.0611906079999969,0.0740019155693757
"BJCY91699231",116.522105,39.922247,213.5,57.97,2,36830,1,1,1,"1993",4,2,0,0.133773219999995,0.0202506079999978,0.135297307857683
"BJHD85863878",116.295909,40.047888,288,81.9,3,35165,1,1,1,"1994",4,2,0,0.0924227800000068,0.145891607999999,0.172703015456463
"BJSJ89627924",116.196272,39.915185,142,47.72,1,29757,1,1,1,"1994",3,6,1,0.192059780000008,0.0131886080000001,0.192512073581449
"101092030005",116.442526,39.972399,226,41.61,1,54314,1,1,1,"1994",4,2,0,0.0541942199999994,0.070402608000002,0.0888456003109342
"BJCY90429678",116.445284,39.925343,330,61.78,2,53416,1,1,1,"1994",1,6,1,0.0569522199999994,0.0233466079999971,0.0615517625095648
"BJCP39287760",116.332045,40.081334,130,70.61,2,18411,1,1,1,"1994",1,4,0,0.0562867800000078,0.179337607999997,0.187963239081289
"BJCY92169027",116.503578,39.961829,264,61.31,2,43060,1,1,1,"1994",4,2,0,0.115246220000003,0.0598326080000007,0.129852347704502
"101100555326",116.372382,39.958962,542.5,69.4,2,78171,1,1,1,"1994",4,2,0,0.0159497799999997,0.0569656079999987,0.0591563688613315
"BJHD85938836",116.343001,39.964408,304,59.4,2,51179,1,1,1,"1994",4,2,0,0.0453307800000005,0.0624116079999979,0.0771368162977566
"101100377040",116.393754,39.979561,519,70.9,3,73202,1,1,1,"1994",1,6,1,0.00542221999999981,0.0775646079999959,0.0777538994772701
"BJDC84539467",116.442114,39.951182,165,55.21,2,29886,1,1,1,"1995",1,6,1,0.0537822200000022,0.0491856080000019,0.072881761933
"BJMT92252401",116.12215,39.932268,139,54.34,2,25580,1,1,1,"1995",4,2,0,0.266181779999997,0.0302716079999996,0.26789757418624
"101092328852",116.311376,39.95358,465,61,2,76230,1,1,1,"1995",4,2,0,0.0769557800000058,0.0515836080000014,0.0926448092971598
"BJCY87692036",116.460032,39.879667,157,46.91,1,33469,1,1,1,"1995",1,6,1,0.0717002199999968,0.0223293920000032,0.0750967595515129
"BJCP84738240",116.344087,40.068333,183,100.64,3,18184,2,1,1,"1995",4,2,0,0.0442447799999997,0.166336608000002,0.172120503479959
"101100446403",116.301709,39.919502,446,55.32,1,80622,1,1,1,"1995",1,6,1,0.086622779999999,0.0175056080000004,0.0883739346548399
"101101264105",116.45457,39.809878,404,82.52,3,48958,1,1,1,"1995",4,2,0,0.0662382200000025,0.0921183920000033,0.11346056554343
"BJFT91176106",116.382561,39.862204,215,57.15,2,37621,1,1,1,"1995",1,6,1,0.00577078000000597,0.0397923920000025,0.0402086602971342
"BJDX88792820",116.371423,39.803826,135,55.77,1,24207,1,1,1,"1995",4,2,0,0.0169087800000085,0.0981703920000001,0.0996159259683027
"BJCY86514711",116.430888,40.000522,386,113.66,2,33961,2,1,2,"1996",1,2,1,0.0425562199999945,0.0985256079999957,0.107323470370915
"BJFT85934292",116.376709,39.867222,155,39.6,1,39142,1,1,1,"1996",4,2,0,0.0116227799999962,0.0347743920000028,0.0366653426807683
"BJXC89598150",116.353122,39.89774,329,91.12,2,36107,1,1,1,"1996",4,2,0,0.0352097800000024,0.00425639200000205,0.0354661173587729
"BJHD86497417",116.370317,39.952381,300,59.2,1,50676,1,1,1,"1996",1,6,1,0.0180147800000015,0.0503846080000017,0.0535083266582154
"101100444670",116.332045,40.081334,350,77.04,2,45431,1,1,1,"1996",4,2,0,0.0562867800000078,0.179337607999997,0.187963239081289
"BJTJ86225052",116.667208,39.885232,112,46.01,1,24343,1,1,1,"1996",4,2,0,0.278876220000001,0.0167643919999989,0.279379653734159
"BJHD90751405",116.287719,39.931907,380,85.34,3,44528,1,1,1,"1996",4,2,0,0.100612780000006,0.0299106080000016,0.104964641523988
"BJCP91585616",116.332045,40.081334,245,72.83,2,33640,1,1,1,"1996",4,2,0,0.0562867800000078,0.179337607999997,0.187963239081289
"101100414732",116.320453,40.039032,700,59.5,2,117648,1,1,1,"1996",4,2,0,0.0678787800000009,0.137035607999998,0.152925755300465
