"id","Lng","Lat","totalPrice","square","livingRoom","price","drawingRoom","kitchen","bathRoom","constructionTime","buildingType","buildingStructure","elevator","dif_lng","dif_lat","dif_cor"
"BJXC91649255",116.378481,39.969658,585,60.7,2,96376,1,1,1,"1987",4,2,0,0.00985078000000783,0.0676616080000016,0.0683749300822636
"BJCY90165854",116.442526,39.972399,308,77.64,3,39671,1,1,1,"1987",1,6,1,0.0541942199999994,0.070402608000002,0.0888456003109342
"BJCY91275755",116.512182,39.928407,169,41.47,1,40753,1,1,1,"1987",4,2,0,0.123850219999994,0.0264106079999991,0.126634897279449
"BJCY84521891",116.49875,39.924022,233,76.24,2,30562,1,1,1,"1987",1,6,1,0.11041822,0.0220256079999999,0.112593564273177
"BJHD85524735",116.343001,39.964408,210,42.5,1,49412,1,1,1,"1987",4,2,0,0.0453307800000005,0.0624116079999979,0.0771368162977566
"BJCY85942998",116.605035,40.051164,127,58.07,2,21871,1,1,1,"1987",4,4,0,0.216703219999999,0.149167607999999,0.26308033152406
"BJCY85895156",116.385994,39.995747,283.5,68.78,2,41219,1,1,1,"1987",1,6,1,0.00233778000000484,0.0937506080000006,0.0937797510963758
"101100652461",116.659766,40.128078,336,70.93,3,47371,1,1,1,"1987",4,2,0,0.271434220000003,0.226081608000001,0.353255473082692
"101102396892",116.488832,39.932702,335,53.95,2,62095,1,1,1,"1987",4,2,0,0.100500220000001,0.0307056079999981,0.105086291126379
"101101144940",116.419268,39.984913,520,63.42,2,81994,1,1,1,"1987",1,6,1,0.030936220000001,0.0829166079999979,0.088499794294189
"BJXC84781170",116.366335,39.877194,108,38.88,1,27778,1,1,1,"1987",4,2,0,0.0219967799999949,0.024802391999998,0.0331514249963669
"BJDC86614817",116.443175,39.941889,340,62.39,2,54496,1,1,1,"1988",4,2,0,0.0548432199999951,0.0398926080000024,0.0678173941773769
"BJHD89302614",116.346988,40.035114,212.5,55.4,2,38358,1,1,1,"1988",4,2,0,0.0413437800000054,0.133117607999999,0.139390120540626
"BJSY85666236",116.655445,40.137574,137,51.16,3,26779,1,1,1,"1988",4,2,0,0.267113219999999,0.235577608,0.356154856333266
"BJCY00414058",116.432972,39.99183,178,53.17,2,33478,1,1,1,"1988",4,2,0,0.0446402200000051,0.0898336079999993,0.100313639989517
"101102245670",116.415714,39.993021,380,55.38,2,68617,1,1,1,"1988",4,4,0,0.0273822199999927,0.0910246079999979,0.0950540121913919
"BJCY89061633",116.461647,39.99938,240,71.61,2,33515,1,1,1,"1988",4,2,0,0.0733152199999978,0.0973836080000012,0.121896220576136
"BJCY84347063",116.484508,39.93403,227,77.44,3,29314,1,1,1,"1988",4,2,0,0.0961762200000038,0.032033607999999,0.101370692682781
"BJCY87528181",116.461125,39.900032,215,58.97,2,36460,1,1,1,"1988",1,6,1,0.0727932199999941,0.00196439199999787,0.0728197206386924
"101101722781",116.359841,39.962265,582,71.3,3,81627,1,1,1,"1988",4,2,0,0.0284907799999985,0.0602686080000012,0.0666635556752423
"101101176621",116.437597,39.863044,335,59.8,2,56021,1,1,1,"1988",4,2,0,0.0492652199999952,0.0389523919999988,0.0628040663028239
"BJCY85768792",116.415714,39.993021,190,43.32,1,43860,1,1,1,"1988",4,4,0,0.0273822199999927,0.0910246079999979,0.0950540121913919
"BJDC89472832",116.461125,39.900032,212,58.97,2,35951,1,1,1,"1988",1,6,1,0.0727932199999941,0.00196439199999787,0.0728197206386924
"BJSY85924113",116.655265,40.139222,134.5,63.57,2,21158,1,1,1,"1989",4,2,0,0.266933219999999,0.237225607999996,0.357112493523449
"101100880761",116.324898,39.891441,428,56.68,2,75512,1,1,1,"1989",4,2,0,0.0634337799999969,0.0105553920000006,0.0643059930749979
"BJSY89900212",116.599448,40.048301,140,74.5,2,18792,1,1,1,"1989",4,2,0,0.211116219999994,0.146304608000001,0.25685617895842
"BJCY86775966",116.477581,39.953739,330,81.7,3,40392,1,1,1,"1989",4,2,0,0.0892492199999992,0.0517426079999979,0.10316356310854
"BJFT87876454",116.32922,39.892447,239,72.9,3,32785,1,1,1,"1989",4,2,0,0.059111779999995,0.00954939200000382,0.0598781548007079
"BJXC89197703",116.391726,39.978788,420,66,2,63637,1,1,1,"1989",4,2,0,0.00339422000000411,0.0767916080000006,0.0768665843434856
"BJXC84328101",116.399275,39.958385,263.5,78.1,2,33739,1,1,1,"1989",4,2,0,0.0109432200000015,0.0563886079999989,0.0574406578665841
"BJCY92010333",116.480977,39.886406,95,43.78,1,21700,1,1,1,"1989",4,2,0,0.0926452199999943,0.015590392,0.0939478425061534
"BJXC88244416",116.347957,39.907101,370,64.9,3,57011,1,1,1,"1989",4,2,0,0.0403747800000076,0.00510460799999635,0.0406961900290757
"101101552906",116.455306,39.892051,410,69.56,2,58942,1,1,1,"1989",4,4,0,0.0669742199999916,0.00994539199999878,0.0677086181120315
"101100215513",116.362593,39.940019,660,78.8,3,83757,1,1,1,"1989",1,6,1,0.0257387799999975,0.0380226079999986,0.0459151773927732
"BJCY00434438",116.422965,39.968994,185,67.1,2,27571,1,1,1,"1989",1,6,1,0.0346332200000035,0.0669976080000012,0.0754197547416489
"BJCY85876493",116.605893,40.054165,122,58.28,2,20934,1,1,1,"1989",4,2,0,0.217561219999993,0.152168607999997,0.265496082284734
"BJCY86120965",116.444051,39.988741,230,41.81,1,55011,1,1,1,"1989",4,2,0,0.0557192200000003,0.0867446079999965,0.10309829530347
"BJCY84225552",116.416117,39.999631,113.6,42.86,1,26505,1,1,1,"1990",1,6,1,0.0277852199999984,0.0976346079999999,0.101511256172712
"BJXC91654281",116.386269,39.888411,377,47.32,1,79671,1,1,1,"1990",4,2,0,0.00206278000000282,0.0135853920000031,0.0137411039266196
"101100983600",116.117019,39.93386,235.8,63.89,2,36908,1,1,1,"1990",4,2,0,0.271312780000002,0.0318636080000019,0.273177440697631
"BJHD85147283",116.311823,39.97856,298,69,3,43189,1,1,1,"1990",4,2,0,0.0765087799999975,0.0765636080000007,0.108238530510469
"101101304791",116.454903,39.882809,450,66.09,2,68089,1,1,1,"1990",4,6,1,0.0665712200000002,0.0191873919999992,0.0692811904058385
"101101101158",116.425954,39.939475,749,73.62,3,101739,1,1,1,"1990",1,6,1,0.0376222200000029,0.0374786080000007,0.0531044018452928
"BJHD84681205",116.299209,39.927369,350,102,2,34314,1,1,1,"1990",4,6,0,0.0891227799999967,0.0253726079999979,0.092664120087817
"BJHD88139557",116.299209,39.927369,456,88.6,2,51468,1,1,2,"1990",4,2,1,0.0891227799999967,0.0253726079999979,0.092664120087817
"BJCY86869970",116.442298,39.970551,205,46.32,1,44258,1,1,1,"1990",1,6,1,0.0539662199999924,0.0685546079999995,0.0872472760555948
"BJFT91715479",116.324898,39.891441,186,41.47,1,44852,1,1,1,"1990",4,2,0,0.0634337799999969,0.0105553920000006,0.0643059930749979
"101100559237",116.605035,40.051164,206,58.1,2,35457,1,1,1,"1990",4,2,0,0.216703219999999,0.149167607999999,0.26308033152406
"BJHD85793838",116.362626,39.98053,335.8,68.9,3,48738,1,1,1,"1990",1,6,1,0.0257057799999956,0.0785336080000008,0.082633617317082
"101100929546",116.117019,39.93386,242,65.22,2,37106,1,1,1,"1990",4,2,0,0.271312780000002,0.0318636080000019,0.273177440697631
"BJDX90336429",116.342088,39.749733,144.5,55.58,2,25999,1,1,1,"1990",4,2,0,0.0462437799999975,0.152263392000002,0.159130850975021
"BJXC85441970",116.38343,39.967454,328,45.9,1,71460,0,1,1,"1990",4,2,0,0.0049017799999973,0.0654576079999956,0.0656408858277328
"101100382399",116.420546,39.997876,408,64.98,2,62789,1,1,1,"1990",1,6,1,0.0322142200000002,0.0958796079999971,0.101146701381911
"BJCY86572809",116.488832,39.932702,171.5,43.13,1,39764,1,1,1,"1991",4,2,0,0.100500220000001,0.0307056079999981,0.105086291126379
"101101887501",116.417228,39.98462,409,54.81,2,74622,1,1,1,"1991",4,2,0,0.0288962199999929,0.0826236079999987,0.0875308638665553
"BJCY89400539",116.472064,39.88768,195,64.5,2,30233,1,1,1,"1991",3,6,1,0.0837322200000017,0.0143163919999978,0.0849472998159817
"101100381798",116.345194,39.922042,640,67.5,2,94815,1,1,1,"1991",1,2,1,0.043137779999995,0.0200456079999967,0.0475677880862407
"BJCY88700586",116.441407,39.98806,257,59.65,2,43085,1,1,1,"1991",4,2,0,0.0530752199999966,0.0860636079999963,0.101113419485373
"BJXC84616649",116.347196,39.884733,137,54.84,2,24982,1,1,1,"1992",4,2,0,0.0411357800000047,0.0172633920000038,0.0446114010041669
"BJFT91402476",116.431165,39.874515,240,63.3,2,37915,1,1,1,"1992",4,2,0,0.0428332199999915,0.0274813919999986,0.0508911744983868
"BJHD86181355",116.259844,39.912414,310,74.14,2,41813,1,1,1,"1992",3,6,1,0.12848778,0.0104176079999974,0.128909410695147
"101100726320",116.371533,39.901713,646,63.39,2,101909,1,1,1,"1992",4,4,0,0.016798780000002,0.000283392000000049,0.0168011702126409
"101101813394",116.383716,39.923114,1000,72.2,3,138505,1,1,1,"1992",4,2,0,0.00461577999999463,0.0211176079999973,0.0216161697034859
"101100437106",116.431165,39.874515,386,82.89,3,46568,1,1,1,"1992",4,2,0,0.0428332199999915,0.0274813919999986,0.0508911744983868
"BJFT88323955",116.441502,39.872065,260,73.26,3,35491,1,1,1,"1992",3,6,1,0.0531702199999984,0.0299313920000017,0.0610160677355235
"BJFT88645285",116.34141,39.855605,168,54.22,2,30985,1,1,1,"1992",4,2,0,0.0469217800000052,0.0463913920000039,0.0659834425448303
"101092289428",116.446995,39.961109,289.5,59.07,2,49010,1,1,1,"1992",4,2,0,0.0586632199999997,0.0591126079999995,0.0832806928725378
"101101633449",116.402185,39.961265,553,44.38,1,124606,1,1,1,"1992",3,6,1,0.0138532200000014,0.0592686079999964,0.0608660792118704
"101100337991",116.417991,39.956806,508,61.43,2,82696,1,1,1,"1992",1,2,1,0.0296592199999992,0.0548096079999993,0.0623198400200285
"BJCY87676768",116.513848,39.875068,166,55.68,2,29814,1,1,1,"1993",4,2,0,0.125516219999994,0.0269283920000021,0.12837234818602
"BJCY88557415",116.43777,39.986008,267,61.25,2,43592,1,1,1,"1993",4,2,0,0.049438219999999,0.0840116079999973,0.097478653435065
"101101005273",116.457117,39.971046,341,45.37,1,75160,1,1,1,"1993",4,2,0,0.0687852199999952,0.0690496080000003,0.0974641208619943
"101092210474",116.30313,39.950488,359,49,2,73266,1,1,1,"1993",1,6,1,0.0852017800000056,0.0484916079999991,0.0980345824777916
"BJXC89880121",116.34798,39.93174,350,50.5,1,69307,1,1,1,"1993",4,2,0,0.0403517799999946,0.0297436079999969,0.0501293164328564
"BJHD91312621",116.382606,39.983696,396,61.7,2,64182,1,1,1,"1993",4,2,0,0.0057257800000059,0.081699608000001,0.0819000030766928
"101100432258",116.476687,39.988644,334,55.23,2,60475,1,1,1,"1993",4,2,0,0.0883552199999968,0.0866476079999998,0.123751577256088
"BJFT88243196",116.394592,39.861389,187,61.8,2,30259,1,1,1,"1993",3,6,1,0.00626022000000148,0.0406073919999983,0.0410871103813586
"101100394828",116.475053,39.885225,422,71.03,3,59412,1,1,1,"1993",4,2,0,0.0867212200000012,0.0167713920000025,0.0883280792721451
"101100945670",116.460032,39.879667,269,42.83,1,62807,1,1,1,"1993",1,6,1,0.0717002199999968,0.0223293920000032,0.0750967595515129
"101101508856",116.43343,39.958449,710,59.39,2,119549,1,1,1,"1993",1,6,1,0.0450982199999999,0.0564526080000007,0.0722547326973821
"BJSY90763008",116.648422,40.137571,136,46.79,1,29067,1,1,1,"1993",4,2,0,0.260090219999995,0.235574608,0.350916398126391
"101092186545",116.345917,40.066018,310,85.87,3,36102,1,1,1,"1993",4,2,0,0.0424147800000014,0.164021607999999,0.169416945590911
"BJFT91172612",116.269851,39.897262,185,58.78,2,31474,1,1,1,"1994",4,4,0,0.118480779999999,0.00473439200000314,0.118575333425708
"BJDC90199317",116.407868,39.95802,320,61.94,2,51663,1,1,1,"1994",4,2,0,0.019536219999992,0.0560236079999967,0.0593321881041428
"BJFT00490861",116.269851,39.897262,125,62.66,2,19949,1,1,1,"1994",4,2,0,0.118480779999999,0.00473439200000314,0.118575333425708
"101102276229",116.522105,39.922247,350,65.58,2,53370,1,1,1,"1994",4,2,0,0.133773219999995,0.0202506079999978,0.135297307857683
"BJHD90066086",116.308152,39.986695,653,99.38,3,65708,1,1,1,"1994",4,4,0,0.0801797799999946,0.0846986079999965,0.116630404775018
"BJCY89162001",116.441781,39.991956,286,60.2,2,47509,1,1,1,"1994",4,2,0,0.0534492200000045,0.0899596080000009,0.104640098385479
"101101856635",116.487808,39.889853,263,45.94,1,57249,1,1,1,"1994",4,2,0,0.0994762199999997,0.0121433919999987,0.100214671155245
"101100420663",116.334045,39.757413,211.5,71.28,2,29672,1,1,1,"1994",4,2,0,0.0542867799999982,0.144583392000001,0.154439022675599
"BJDX84553040",116.334045,39.757413,100,63.85,1,15662,1,1,1,"1994",4,2,0,0.0542867799999982,0.144583392000001,0.154439022675599
"BJCP89325940",116.332045,40.081334,213,70.48,2,30222,1,1,1,"1994",4,2,0,0.0562867800000078,0.179337607999997,0.187963239081289
"BJSY84891059",116.648422,40.137571,113,78.46,2,14403,2,1,1,"1994",4,2,0,0.260090219999995,0.235574608,0.350916398126391
"101092231277",116.446995,39.961109,402,76.42,3,52605,1,1,1,"1994",4,4,0,0.0586632199999997,0.0591126079999995,0.0832806928725378
"BJCP90320218",116.379856,40.085112,186,69.23,3,26867,1,1,1,"1994",4,2,0,0.00847577999999771,0.183115608000001,0.183311660130551
"101101307745",116.332045,40.081334,435,70.48,2,61720,1,1,1,"1994",4,2,0,0.0562867800000078,0.179337607999997,0.187963239081289
"BJCY88373565",116.488534,39.875468,239,70.28,3,34007,1,1,1,"1995",1,6,1,0.10020222,0.026528392000003,0.103654428149666
"101100401459",116.296408,40.039756,387,63.29,2,61148,1,1,1,"1995",4,2,0,0.0919237800000019,0.137759607999996,0.165613075950546
"BJDX89955014",116.341599,39.726005,152.8,71.08,2,21497,1,1,1,"1995",4,2,0,0.0467327799999993,0.175991392,0.182090424747228
"101100294905",116.422746,39.870396,295,61.97,2,47604,1,1,1,"1995",4,2,0,0.0344142200000022,0.0316003920000014,0.046721764872084
"BJHD85486905",116.291418,39.937341,256,46.7,2,54818,1,1,1,"1995",4,2,0,0.0969137800000084,0.0353446080000026,0.103157753312894
"BJSY90664628",116.599448,40.048301,173.5,90.47,2,19178,2,1,1,"1995",4,2,0,0.211116219999994,0.146304608000001,0.25685617895842
"BJHD86263139",116.280601,40.037442,277,63.47,2,43643,1,1,1,"1995",4,2,0,0.107730779999997,0.135445607999998,0.17306482509712
"101100315298",116.661047,39.932185,273.5,70.1,2,39016,1,1,1,"1995",4,2,0,0.272715219999995,0.030188607999996,0.274381018426244
"BJHD85511854",116.354913,40.040671,205,53.69,2,38183,1,1,1,"1995",4,2,0,0.0334187800000052,0.138674608000002,0.142644529375098
"BJCY88193476",116.442298,39.970551,258,65.42,2,39438,1,1,1,"1995",1,6,1,0.0539662199999924,0.0685546079999995,0.0872472760555948
